Article (Author et al YYYY),Sample Name,Sample Type,38.86531,-108.39814,Sampling Year,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,Streamflow (m3/s),Sampling Depth (m),Units,PFOS,PFOA,FBSA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFPA,PFPeA,PFPeS,PFBS,PFBA,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFDoS,PFUnDA,FOSAA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFDoA,PFOSA,9-Cl-PF3ONS,11-Cl-PF3OUdS,PFECA-G,ADONA,PFEESA,NFDHA,PFODA
PFAS Portal et al 2023,COUCNP05B-120,Surface Water,40.74737,-103.05598,2020,05/01/2020,,,,,ng/L,0,0,,0,0,0.27,0,,,0,,,,,,,,,,,0.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFAS Portal et al 2023,COSPLS01-128,Surface Water,40.78540101,-105.8827414,h,h,,,,,ng/L,6.9,4.6,,0,0.55,9.1,9.6,,,0,,,,,,,,,,,8.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFAS Portal et al 2023,LR-DSCPF,Surface Water,38.932243,-104.720566,2023,08/23/2023,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASI Drycleaning et al 2023,Templeton GAP Landfill Site,Ground Water,38.932705,-104.721745,,,,,,,ng/L,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,0,,,0
PASI Drycleaning et al 2023,Templeton GAP Landfill Site,Ground Water,38.931603,-104.721699,,,,,,,ng/L,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,0,,,0
PASI Drycleaning et al 2023,Templeton GAP Landfill Site,Ground Water,38.855192,-104.776482,,,,,,,ng/L,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,0,,,0
PASI Drycleaning et al 2023,Norge Laundry and Cleaning Village Site,Ground Water,38.855213,-104.777073,2023,03/23/2023,,,,,ng/L,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,0,,,0
PASI Drycleaning et al 2023,Norge Laundry and Cleaning Village Site,Ground Water,38.854845,-104.77713,2023,03/22/2023,,,,,ng/L,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,0,,,0
PASI Drycleaning et al 2023,Norge Laundry and Cleaning Village Site,Ground Water,38.85509,-104.777385,2023,03/22/2023,,,,,ng/L,0,26.2,,0,0,0,55.3,20.4,0,0,0,0,0,,,,,,95.4,0,23.8,,,,,,,,,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,0,,,0
PASI Drycleaning et al 2023,Norge Laundry and Cleaning Village Site,Ground Water,38.855017,-104.777836,2023,03/21/2023,,,,,ng/L,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,0,,,0
PASI Drycleaning et al 2023,Norge Laundry and Cleaning Village Site,Ground Water,38.85509,-104.777385,2023,03/21/2023,,,,,ng/L,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,0,,,0
PASI Drycleaning et al 2023,Norge Laundry and Cleaning Village Site,Ground Water,,,2023,03/21/2023,,,,,ng/L,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,0,,,0
CDPHE Private Well Adams et al 2024,Adams County Private Well,Ground Water,,,2023,04/04/2023,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Adams et al 2024,Adams County Private Well,Ground Water,,,2020,02/20/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Adams et al 2024,Adams County Private Well,Ground Water,,,2020,02/20/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Adams et al 2024,Adams County Private Well,Ground Water,,,2020,02/20/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Adams et al 2024,Adams County Private Well,Ground Water,,,2020,02/20/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Adams et al 2024,Adams County Private Well,Ground Water,,,2023,03/20/2023,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,05/01/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/28/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/12/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/18/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/21/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/18/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,05/01/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,03/10/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/18/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,03/10/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/21/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/19/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/19/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,03/10/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/18/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/28/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/18/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/28/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/18/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/18/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/20/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2020,02/20/2020,,,,,ng/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/05/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/10/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/24/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/24/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/10/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/12/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/12/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/10/2022,,,,,ng/L,0,0,,0,0,2.9,0.83,,,0,,,,,,,,,,,0.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/24/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/10/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/05/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/10/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Arapahoe et al 2024,Arapahoe County Private Well,Ground Water,,,2022,10/05/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/03/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/03/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/03/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/03/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/03/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/03/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,07/14/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/01/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,07/07/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,07/31/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,6,3,,,,3,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/04/2018,,,,,ng/L,8.2,6.4,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,66,8,,,,70,0,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,7,0,,,,11,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,05/10/2018,,,,,ng/L,1200,82,,,,540,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,150,12,,,,98,7.5,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/03/2018,,,,,ng/L,0,3,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/03/2018,,,,,ng/L,4.7,5.3,,,,18,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/04/2018,,,,,ng/L,24,0,,,,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,0,4,,,,48,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/03/2018,,,,,ng/L,34,3.5,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,05/10/2018,,,,,ng/L,220,14,,,,260,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,06/03/2018,,,,,ng/L,210,46,,,,290,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2018,08/19/2018,,,,,ng/L,5,0,,,,4,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2022,11/14/2022,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2022,11/14/2022,,,,,ng/L,0.65,1.1,,0,0,0,0.76,,,0,,,,,,,,,,,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2023,03/21/2023,,,,,ng/L,0,0,,0,0,0,1.3,,,0,,,,,,,,,,,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2023,08/01/2023,,,,,ng/L,280,61,,0,0,290,28,,,0,,,,,,,,,,,55,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2023,08/01/2023,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2023,08/01/2023,,,,,ng/L,0.69,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2022,09/09/2022,,,,,ng/L,0,0,,0,0.47,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2023,08/01/2023,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2023,03/21/2023,,,,,ng/L,2.8,8,,0,0,3.8,6.1,,,0,,,,,,,,,,,7.5,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2022,11/14/2022,,,,,ng/L,5.1,4.7,,0,0,2.7,1.3,,,0,,,,,,,,,,,6.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2022,11/07/2022,,,,,ng/L,9,6.1,,0,1.3,3.3,6,,,0,,,,,,,,,,,10,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2019,10/06/2019,,,,,ng/L,0,0,,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,0,,,0,,,,,,,,,0,0,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2019,10/01/2019,,,,,ng/L,2,2,,0,0,2,0,0,,,,,,,,,,,,,3,,,,,,,,,,,0,,,0,,,,,,,,,0,0,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2020,07/04/2020,,,,,ng/L,11,0,,0,0,75,0,0,,,,,,,,,,,,,14,,,,,,,,,,,0,,,0,,,,,,,,,0,0,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2023,03/21/2023,,,,,ng/L,0,0,,0,0,0,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2019,10/01/2019,,,,,ng/L,0,6,,0,0,0,10,3,,,,,,,,,,,,,2,,,,,,,,,,,0,,,0,,,,,,,,,0,0,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2019,10/01/2019,,,,,ng/L,3,12,,0,0,0,9,9,,,,,,,,,,,,,0,,,,,,,,,,,0,,,0,,,,,,,,,0,0,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2019,10/13/2019,,,,,ng/L,32,5,,0,0,95,10,2,,,,,,,,,,,,,21,,,,,,,,,,,0,,,0,,,,,,,,,0,0,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2019,10/03/2019,,,,,ng/L,8,4,,0,0,38,6,0,,,,,,,,,,,,,7,,,,,,,,,,,0,,,0,,,,,,,,,0,0,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2021,03/03/2021,,,,,ng/L,6,0,,0,0,30,4,0,,,,,,,,,,,,,5,,,,,,,,,,,0,,,0,,,,,,,,,0,0,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2023,08/02/2023,,,,,ng/L,410,15,,0,0,240,37,,,0,,,,,,,,,,,29,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2022,09/09/2022,,,,,ng/L,270,11,,0,0,200,30,,,0,,,,,,,,,,,29,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2021,03/05/2021,,,,,ng/L,793,28,,0,0,1034,74,10,,,,,,,,,,,,,98,,,,,,,,,,,0,,,0,,,,,,,,,0,0,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2019,10/12/2019,,,,,ng/L,10,2,,0,0,20,3,0,,,,,,,,,,,,,4,,,,,,,,,,,0,,,0,,,,,,,,,0,0,,,,,,,,
CDPHE Private Well Boulder et al 2024,Boulder County Private Well,Ground Water,,,2020,02/04/2020,,,,,ng/L,122,7,,0,0,197,17,3,,,,,,,,,,,,,34,,,,,,,,,,,0,,,0,,,,,,,,,0,0,,,,,,,,
