Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sampling Year,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,Streamflow (m3/s),Sampling Depth (m),PFOS,PFOA,FBSA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFPA,PFPeA,PFPeS,PFBS,PFBA,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFDoS,PFUnDA,FOSAA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFDoA,PFOSA,9-Cl-PF3ONS,11-Cl-PF3OUdS,PFECA-G,ADONA,PFEESA,NFDHA,PFMBA,PFODA
Teymoorian_et_al_2021,LSL16,Surface Water,45.013814,-74.890022,2021,,,Unnamed_SPE_LCMS_MS,,,2.48,2.13,0.16,0.00,0.39,0.71,1.48,0.99,0.04,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00,,1.41,0.11,0.55,1.73,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSL17,Surface Water,45.026069,-74.890078,2021,,,Unnamed_SPE_LCMS_MS,,,3.35,2.27,0.38,0.05,0.40,0.74,0.00,0.89,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.53,0.12,0.60,2.22,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSL18,Surface Water,45.019083,-74.855286,2021,,,Unnamed_SPE_LCMS_MS,,,3.04,2.21,0.23,0.00,0.33,0.81,1.47,1.09,0.03,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,,1.53,0.10,0.57,2.28,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSL2,Surface Water,45.396183,-73.838062,2021,,,Unnamed_SPE_LCMS_MS,,,3.56,1.91,3.57,0.00,0.22,0.77,1.53,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.38,0.12,0.58,1.96,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSL3,Surface Water,45.379667,-73.809383,2021,,,Unnamed_SPE_LCMS_MS,,,2.31,2.07,0.16,0.00,0.24,0.67,1.45,0.96,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.24,0.10,0.51,1.73,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSPA1,Surface Water,46.267261,-72.718877,2021,,,Unnamed_SPE_LCMS_MS,,,1.70,1.10,0.10,0.03,0.21,0.43,1.05,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.14,0.05,0.33,1.36,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSPA2,Surface Water,46.263524,-72.708745,2021,,,Unnamed_SPE_LCMS_MS,,,1.71,1.26,0.04,0.03,0.16,0.46,1.26,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.30,0.06,0.37,1.66,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSPA3,Surface Water,46.256587,-72.694571,2021,,,Unnamed_SPE_LCMS_MS,,,2.43,1.54,0.06,0.00,0.22,0.61,1.26,0.88,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.34,0.09,0.46,1.82,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSPA4,Surface Water,46.231208,-72.675508,2021,,,Unnamed_SPE_LCMS_MS,,,1.92,1.36,0.22,0.00,0.06,0.64,1.53,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.25,0.07,0.51,2.22,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSPM1,Surface Water,46.22665,-72.854883,2021,,,Unnamed_SPE_LCMS_MS,,,2.51,1.31,0.65,0.00,0.15,0.60,1.20,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.64,0.06,0.44,2.15,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSPM2,Surface Water,46.204067,-72.824783,2021,,,Unnamed_SPE_LCMS_MS,,,1.65,1.51,0.14,0.00,0.19,0.53,1.25,0.81,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.09,0.07,0.43,1.51,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSPM3,Surface Water,46.183033,-72.799467,2021,,,Unnamed_SPE_LCMS_MS,,,3.18,2.27,0.86,0.00,0.24,0.71,1.55,0.97,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.39,0.11,0.59,2.11,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,MASS1,Surface Water,47.2516,-70.544167,2021,,,Unnamed_SPE_LCMS_MS,,,1.71,1.09,0.29,0.00,0.07,0.43,1.06,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.22,0.08,0.36,1.85,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,ONT1,Surface Water,44.1941,-76.577883,2021,,,Unnamed_SPE_LCMS_MS,,,2.62,2.58,0.20,0.00,0.37,0.96,2.18,1.24,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.87,0.18,0.74,2.80,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,ONT2,Surface Water,44.237683,-76.39835,2021,,,Unnamed_SPE_LCMS_MS,,,3.12,2.08,0.28,0.00,0.27,0.90,1.78,1.25,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.77,0.14,0.63,2.64,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,ORL1,Surface Water,47.058254,-70.75197,2021,,,Unnamed_SPE_LCMS_MS,,,1.14,0.83,0.07,0.00,0.09,0.41,0.66,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.55,0.04,0.24,0.39,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,ORL2,Surface Water,47.013333,-70.698767,2021,,,Unnamed_SPE_LCMS_MS,,,2.24,1.58,0.15,0.00,0.27,0.68,1.29,0.81,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.19,0.08,0.51,1.38,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,ORL3,Surface Water,46.98877,-70.661748,2021,,,Unnamed_SPE_LCMS_MS,,,1.93,1.45,0.24,0.00,0.28,0.62,1.42,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.16,0.09,0.45,1.76,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,QC1,Surface Water,46.843411,-71.179714,2021,,,Unnamed_SPE_LCMS_MS,,,2.30,1.66,0.13,0.00,0.30,0.67,1.20,1.12,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.32,0.09,0.45,1.33,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,QC2,Surface Water,46.83937,-71.166825,2021,,,Unnamed_SPE_LCMS_MS,,,2.94,1.77,2.35,0.00,0.28,0.72,1.52,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.10,0.09,0.51,2.24,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,QC3,Surface Water,46.833885,-71.152614,2021,,,Unnamed_SPE_LCMS_MS,,,1.87,1.44,0.14,0.00,0.20,0.62,1.53,0.90,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.14,0.07,0.44,1.11,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,REP1,Surface Water,45.744983,-73.43195,2021,,,Unnamed_SPE_LCMS_MS,,,0.90,0.69,0.00,0.00,0.12,0.17,1.09,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.77,0.00,0.33,1.33,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,REP2,Surface Water,45.741667,-73.424033,2021,,,Unnamed_SPE_LCMS_MS,,,2.79,1.58,0.50,0.00,0.25,0.64,1.57,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.39,0.10,0.53,2.23,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,REP3,Surface Water,45.745028,-73.406417,2021,,,Unnamed_SPE_LCMS_MS,,,2.52,1.61,0.41,0.00,0.12,0.74,1.46,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.53,0.11,0.60,2.38,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,SAD1,Surface Water,46.72085,-71.4773,2021,,,Unnamed_SPE_LCMS_MS,,,1.20,1.00,0.14,0.00,0.00,0.40,0.64,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.82,0.04,0.28,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,SAD2,Surface Water,46.71368,-71.471017,2021,,,Unnamed_SPE_LCMS_MS,,,1.44,1.10,0.08,0.00,0.16,0.46,0.90,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.79,0.04,0.35,1.05,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,SAD3,Surface Water,46.705459,-71.461456,2021,,,Unnamed_SPE_LCMS_MS,,,2.64,1.53,0.19,0.00,0.22,0.67,1.28,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.52,0.09,0.50,2.23,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,SORAM1,Surface Water,46.073983,-73.088683,2021,,,Unnamed_SPE_LCMS_MS,,,1.72,1.40,0.07,0.00,0.23,0.46,2.21,0.87,0.02,0.00,0.00,0.62,0.00,0.00,0.00,0.00,0.00,,1.75,0.07,0.38,1.53,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,SORAM2,Surface Water,46.067283,-73.07645,2021,,,Unnamed_SPE_LCMS_MS,,,2.16,1.51,0.12,0.00,0.23,0.64,1.33,0.97,0.03,0.00,0.00,1.61,0.00,0.00,0.00,0.00,0.00,,1.37,0.08,0.53,2.00,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,SORAM3,Surface Water,46.06175,-73.0656,2021,,,Unnamed_SPE_LCMS_MS,,,2.21,1.56,0.12,0.00,0.25,0.62,1.60,1.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.58,0.07,0.49,2.20,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,SORAV1,Surface Water,46.172584,-72.964877,2021,,,Unnamed_SPE_LCMS_MS,,,1.67,1.11,0.00,0.00,0.21,0.46,1.02,0.80,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.26,0.05,0.38,1.18,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,SORAV2,Surface Water,46.13472,-72.952109,2021,,,Unnamed_SPE_LCMS_MS,,,3.07,1.49,0.17,0.04,0.24,0.55,1.37,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.28,0.09,0.51,2.25,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,SORAV3,Surface Water,46.160331,-72.949478,2021,,,Unnamed_SPE_LCMS_MS,,,1.95,1.61,0.18,0.00,0.28,0.71,1.50,0.91,0.03,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,,1.22,0.09,0.50,1.16,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STA1,Surface Water,46.57575,-72.098125,2021,,,Unnamed_SPE_LCMS_MS,,,2.02,1.33,0.10,0.00,0.20,0.55,0.89,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.16,0.06,0.43,1.25,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STA2,Surface Water,46.569129,-72.098872,2021,,,Unnamed_SPE_LCMS_MS,,,1.94,1.34,0.00,0.00,0.19,0.54,1.18,0.83,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.25,0.09,0.53,1.89,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STA3,Surface Water,46.562646,-72.10002,2021,,,Unnamed_SPE_LCMS_MS,,,1.77,1.15,0.45,0.00,0.14,0.60,1.19,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.14,0.07,0.43,1.75,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STAN1,Surface Water,47.715604,-69.924038,2021,,,Unnamed_SPE_LCMS_MS,,,0.69,0.55,0.13,0.00,0.06,0.15,0.54,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.40,0.05,0.18,0.60,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STIR1,Surface Water,47.55815,-70.18045,2021,,,Unnamed_SPE_LCMS_MS,,,0.65,0.32,0.29,0.00,0.00,0.13,0.57,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.39,0.03,0.14,0.55,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STJO1,Surface Water,47.445917,-70.300367,2021,,,Unnamed_SPE_LCMS_MS,,,0.98,0.00,0.03,0.00,0.00,0.31,0.45,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.21,0.03,0.20,0.71,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STL1,Surface Water,44.899817,-75.145133,2021,,,Unnamed_SPE_LCMS_MS,,,2.53,2.07,0.26,0.00,0.29,0.71,1.51,0.99,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.19,0.08,0.49,2.13,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STL1.5,Surface Water,44.958861,-74.987861,2021,,,Unnamed_SPE_LCMS_MS,,,2.64,2.09,0.20,0.00,0.27,0.75,1.60,1.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.46,0.11,0.56,1.99,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STL2,Surface Water,45.005017,-74.76185,2021,,,Unnamed_SPE_LCMS_MS,,,2.64,2.01,0.74,0.00,0.21,0.69,1.48,0.83,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.39,0.11,0.52,2.31,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STM1,Surface Water,46.349237,-72.527838,2021,,,Unnamed_SPE_LCMS_MS,,,0.12,0.14,0.03,0.00,0.09,0.00,0.20,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.05,0.63,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STM2,Surface Water,46.345992,-72.529377,2021,,,Unnamed_SPE_LCMS_MS,,,1.39,1.15,0.00,0.00,0.15,0.51,0.85,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.81,0.06,0.39,0.72,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STM3,Surface Water,46.340461,-72.520947,2021,,,Unnamed_SPE_LCMS_MS,,,2.43,1.39,0.31,0.00,0.31,0.65,1.42,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.20,0.08,0.49,2.14,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,STM4,Surface Water,46.336517,-72.518583,2021,,,Unnamed_SPE_LCMS_MS,,,2.79,2.06,0.12,0.00,0.32,0.73,1.59,1.12,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.14,0.08,0.60,2.54,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,TCL1,Surface Water,45.588744,-73.497937,2021,,,Unnamed_SPE_LCMS_MS,,,2.52,1.61,0.25,0.00,0.19,0.54,1.27,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.20,0.07,0.42,1.68,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,TCM1,Surface Water,45.7048,-73.478117,2021,,,Unnamed_SPE_LCMS_MS,,,0.30,0.36,0.07,0.00,0.13,0.05,0.52,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.45,0.00,0.17,0.98,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,TCM1_5,Surface Water,45.6665,-73.46425,2021,,,Unnamed_SPE_LCMS_MS,,,3.15,2.38,0.15,0.00,0.38,0.81,3.21,1.66,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2.97,0.12,0.99,2.97,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,TCM2,Surface Water,45.712764,-73.444502,2021,,,Unnamed_SPE_LCMS_MS,,,1.93,1.49,0.08,0.00,0.23,0.62,1.46,0.87,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.47,0.10,0.51,1.89,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,TCM2_5,Surface Water,45.678933,-73.456733,2021,,,Unnamed_SPE_LCMS_MS,,,0.00,1.86,0.95,0.00,0.21,0.61,1.46,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.23,0.09,0.48,1.77,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,TCM3,Surface Water,45.703167,-73.444867,2021,,,Unnamed_SPE_LCMS_MS,,,2.61,1.89,0.23,0.00,0.31,0.74,1.60,0.88,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.24,0.08,0.56,1.52,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,THI_01,Surface Water,44.213225,-76.545683,2021,,,Unnamed_SPE_LCMS_MS,,,2.78,3.06,0.33,0.00,0.30,0.93,3.30,2.58,0.00,0.00,0.00,2.56,0.00,0.00,0.00,0.00,0.00,,4.20,0.16,1.09,4.15,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,THI_02,Surface Water,44.240247,-76.418039,2021,,,Unnamed_SPE_LCMS_MS,,,3.01,2.43,0.19,0.07,0.45,0.97,1.77,1.17,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.93,0.18,0.68,2.35,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,THI_03,Surface Water,44.259283,-76.378431,2021,,,Unnamed_SPE_LCMS_MS,,,2.79,2.30,0.16,0.03,0.42,0.92,2.34,1.19,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2.16,0.15,0.70,2.59,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,THI_04,Surface Water,44.303414,-76.196936,2021,,,Unnamed_SPE_LCMS_MS,,,2.56,2.65,0.18,0.04,0.44,0.97,2.46,1.25,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2.23,0.16,0.68,2.97,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.09,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,THI_05,Surface Water,44.323247,-76.166836,2021,,,Unnamed_SPE_LCMS_MS,,,1.90,1.51,0.10,0.00,0.28,0.60,1.20,0.78,0.03,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,,0.91,0.09,0.49,0.85,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
